Date,News
2016-10-10,"While there is no certainty that CBS and Viacom will agree to a merger, Moonves is seeking to capitalize on his   track record at the helm of CBS to gain as much influence as possible over the combined company, the people said on Monday. The    media executive is deliberating his options with advice from famed Wall Street lawyer Martin Lipton, the people said. Lipton’s law firm, Wachtell, Lipton, Rosen & Katz, has been a   advisor of CBS.  Negotiations between Moonves and National Amusements Inc (NAI) through which the Redstones own an 80 percent stake of CBS and Viacom, have not started in earnest, and the exact terms that he will be asking for are not clear, the people said. The sources asked not to be identified because the matter is not public. A CBS spokesman declined to comment. National Amusements and Lipton did not return calls for comment.  Moonves would not be the first CEO of a media company controlled by the Redstones to seek such assurances for autonomy. Viacom’s former CEO Philippe Dauman was on the board of National Amusements as well as a member of the   trust that takes over Sumner Redstone’s stake in National Amusements after he dies or is declared incapacitated.  But after Redstone removed Dauman from NAI’s board and the trust in May, the executive stepped down in August following a legal battle. He received over $70 million under the agreement. Similarly, when CBS merged with Viacom in 2000, the company’s bylaws gave Mel Karmazin, who was president and chief operating officer of the combined company reporting to Redstone, full operating control.  Also, Karmazin had a stipulation in his contract that Redstone needed   of the board’s approval to fire him. Karmazin resigned in 2004 over differences with Redstone. POSSIBLE MERGER  Sumner Redstone’s daughter, Shari Redstone, has been in favor of recombining the two companies for some time under the leadership of Moonves, sources have told Reuters. A spokeswoman for Shari Redstone said she declined to comment. Both CBS and Viacom have formed independent board committees to consider a merger at the behest of NAI, and whether terms of a merger can be agreed is now up to them. NAI has said it will not support any other transaction, nor will it give up its controlling interest.  In public comments, Moonves has been lukewarm to the idea of combining the two back together again. Viacom, which owns Comedy Central, MTV and film studio Paramount, has been struggling to turn around its declining ratings and ad revenue. ”We are never going to do something that is bad for CBS shareholders,” Moonves said at the Bank of America Merrill Lynch investor conference last month when asked about a potential  . But combining CBS and Viacom could help both companies better compete with a massive increase in online programming that has shaken traditional business models, and to secure improved terms from    pay TV operators that remain the dominant distributors of programming, Wall Street investors and analysts have suggested.  (Reporting By Jessica Toonkel and Greg Roumeliotis in New York; Editing by Meredith Mazzilli) Biopharmaceutical company Celgene Corp will buy a stake in BeiGene Ltd and help develop and commercialize BeiGene’s investigational treatment for tumor cancers, the companies said on Wednesday. BRUSSELS French carmaker PSA Group  secured unconditional EU antitrust approval on Wednesday to acquire General Motors’  German unit Opel, a move which will help it better compete with market leader Volkswagen . "
2016-10-11,"One of the nastiest merger quarrels is about to get uglier. Less than six weeks before health insurance giants Cigna and Anthem are supposed to go to court to defend their $54 billion merger, Cigna is claiming its acquirer breached its agreement, The Post has learned. Cigna is irate because it feels Anthem has not properly prepared its case against the Justice Department, sources close to the situation said. The Justice Department in July sued to block the merger on antitrust grounds. The case goes to trial on Nov. 21. Anthem, America’s   insurer, is   to defend the merger because its executive office lacked direction or leadership, sources said. “It is a fair criticism,” a source close to the case said. “When you turn over control of a company to a buyer, you expect them to have a detailed plan to deal with regulatory concerns through remedies, and not to let it spiral out of control,” the source said. Currently, four of Anthem’s top executives  —   including Chief Executive Joseph Swedish  —   do not work   at the company’s Indianapolis headquarters, a source said, pointing to a reason the company is not prepared. Additionally, two of the four executives who do work in the headquarters started in their positions after the parties signed the merger deal on July 24, 2015. Anthem, meanwhile, is also alleging a breach of the deal by Cigna. The insurer has not provided documentation to regulators in a timely manner, sources said. The merger would create America’s largest health insurer, and that has unnerved the Justice Department. Anthem declined comment for this story, and Cigna did not return calls. Last week, the court recommended that parts of 25 documents sent between the companies be released. The Justice Department believes these documents will show that the proposed merger synergies may not be realized because the companies are not in sync. Part of Cigna’s evidence of its merger partner breaching its agreement is that Anthem did not present the Justice Department with suggestions on how to resolve the conflict of being the parent of   plans and owning Cigna. Anthem is the parent of New York City’s largest “Blue” health insurer. Presently, Anthem works with the Blues to win national accounts from competitors  —   including Cigna. Anthem, after the merger, would be competing with and against the Blues for the same accounts, the Justice Department alleged in its suit. “Anthem’s CEO testified that he did not know how the company would resolve this conflict of interest,” the Justice Department alleged."
2016-10-12,"Trump crowd chanting ”CNN sucks” during my live shot. (Fact check: we don’t) pic. twitter.  Wednesday afternoon at a rally in Lakeland, FL for Republican presidential nominee Donald Trump, the crowd chanted “CNN sucks” at CNN reporter Jim Acosta who posted the video to his Twitter account. (  Daily Caller) Follow Pam Key on Twitter @pamkeyNEN"
2016-10-13,"Zeid Ra’ad   a Jordanian prince who is also the head of the UN Human Rights Council, said Wednesday that U. S. Republican presidential nominee Donald Trump would be “dangerous from an international point of view. ”[The UN Human Rights Council is best known for shielding tyrants, dictators and murderous regimes from scrutiny while targeting Israel. Its current members include such noted human rights exemplars as China, Cuba, Qatar, Russia, Saudi Arabia, and Venezuela.  Since its establishment in 2003, the UN Human Rights Council has taken 80 actions against Israel  —   more than three times as many as it has taken against Syria, a regime that has deliberately murdered hundreds of thousands of civilians and displaced millions more. It has only taken six actions against Iran and one against Cuba. Actions against Israel make up nearly 30% of the UN Human Rights Council’s activity. Zeid’s own country, Jordan, severely restricts basic liberties. According to the most recent State Department report on human rights, Jordan practices “restrictions on the freedom of expression, including detention of journalists, which limited the ability of citizens and media to criticize government policies and officials citizens’ inability to change their government peacefully and mistreatment and allegations of torture by security and government officials. ” Reid’s remarks have stirred controversy within the UN  —   not because of the substance of his criticism, but because he is perceived to have a habit on commenting on the internal political affairs of other countries. The Associated Press notes: In recent months, Zeid has made speeches that denounced “demagogues” and specifically targeted Trump and several populist leaders in Europe, even likening their tactics to Islamic State propaganda. In Cleveland, Ohio, in April, Zeid alluded to Trump comments at a November rally where he promised to restore waterboarding and introduce even harsher interrogation methods for suspected terrorists. The AP adds: “The comments from Zeid, a Jordanian prince, are likely to fan a debate in U. N. circles about whether he has been overstepping his mandate. ” Joel B. Pollak is Senior    at Breitbart News. His new book, See No Evil: 19 Hard Truths the Left Can’t Handle, is available from Regnery through Amazon. Follow him on Twitter at @joelpollak."
2016-10-14,"REUTERS  —     politician Geert Wilders can be tried on charges of inciting racial hatred, a court in The Hague ruled on Friday, setting the stage for a politically charged test of freedom of speech laws in the Netherlands. [Judge Hendrik Steenhuis dismissed Wilders’ lawyers arguments that he was being singled out, saying prosecutors have broad leeway in determining when they think someone has crossed the line from offensive speech to discriminatory speech.  Wilders is accused of discrimination and inciting racism for remarks in 2014, televised live, in which he led a roomful of followers in chanting that they wanted “fewer” Moroccans in the Netherlands. Steenhuis set the start date for the   trial on Oct. 31, meaning a verdict would be likely in December  —   well ahead of national elections in March. Wilders’   Freedom Party is    with Prime Minister Mark Rutte’s ruling conservative VVD Party in popularity polls. Wilders response to the ruling was that he was being “prosecuted for what millions (of Dutch people) think. ” Via Twitter he also indicated he thinks the process against him is politically motivated. In 2011, he was acquitted of inciting racial hatred charges for calling for the Koran to be banned and for the deportation of “criminal” Moroccans. Judges said that his remarks, while offensive to some, were within the bounds of legitimate political discourse. Many observers felt the trial helped increase his popularity as he was able to showcase himself as a champion of free speech."
2016-10-15,"US secretary of state John Kerry said on Saturday that Yemen’s Houthi rebels had released two US citizens. The announcement comes days after the US’s first direct involvement in the country’s    civil war. The US has been backing a Saudi   coalition as it assists the Yemeni government’s fight against the   Houthis.  Kerry would not identify the two Americans, who he said were freed on Saturday as part of complicated diplomatic arrangement that included airlifts for Yemenis wounded by an airstrike this past week by the   coalition. Those individuals were taken to Oman for treatment. Speaking to reporters in Switzerland, Kerry said a plane flew the Houthi delegation back to Yemen from the Omani capital, Muscat, and returned with people wounded in the strike, which hit a funeral hall. “This is something we’ve been working on for the last days,” Kerry said. He added that US was “very pleased” with the release and was working to resolve other hostage situations in the region. Peace talks broke down two months ago, at which point Saudi forces, backed by the US, increased airstrikes, but Kerry said he had spoken with Saudi diplomats and the UN envoy to Yemen. He said the diplomats were “continuing to work very hard to get a framework in Yemen that creates a dynamic that allows [negotiators] to get back to the table. “It remains a top priority for us to try to end the violence and get to the table as soon as possible,” he said. “We recognize the‎ humanitarian gesture by the Houthis in releasing these US citizens,” Mark Toner, deputy state department spokesperson, said in a statement. “We call for the immediate and unconditional release of any other US citizens who may still be held. ” Kerry said the US was pushing for a ceasefire in Yemen that would allow the country’s internationally recognized government and the Houthis to return to negotiations. The release came days after the US insisted it did not want direct military involvement in the war. “We don’t seek a wider role in this conflict,” said Peter Cook, the Pentagon press secretary, on Thursday. The White House also said it would review its assistance to the   coalition after the funeral bombing in the   capital of Sana’a left more than 140 people dead and about 600 wounded. More than 100 people who were wounded in the bombing have been allowed medical evacuation to seek treatment outside of Yemen, a Yemeni government official told the Associated Press on condition of anonymity. The Saudi government, which entered the war shortly after it began, has faced repeated accusations that its campaign has breached international humanitarian law, and last month the Guardian published data indicating that more than a third of the coalition’s airstrikes had hit civilian sites such as school buildings, hospitals, markets, mosques and economic infrastructure. The Houthis have been accused of human rights violations, including the use of landmines, and the United Nations has said more than 10, 000 people have died in the civil war, which began in March 2015. "
2016-10-16," A U. S. Navy destroyer was targeted on Saturday in a failed missile attack from territory in Yemen controlled by   Houthi rebels, the third such incident in the past week, U. S. officials said. Multiple    missiles were fired at the USS Mason sailing in international waters in the Red Sea but the warship used   countermeasures to defend itself and was not hit, one defense official said, citing initial information. The latest attack could provoke further retaliation by the U. S. military, which launched cruise missiles on Thursday against three coastal radar sites in   areas in Yemen in response to the two previous failed missile firings against the Mason.  ”The Mason once again appears to have come under attack in the Red Sea, again from coastal defense cruise missiles fired from the coast of Yemen,” Admiral John Richardson, U. S. chief of naval operations, said during a ship christening in Baltimore on Saturday. Another U. S. defense official, speaking on condition of anonymity, told Reuters: “We are assessing the situation.  All of our ships and crews are safe and unharmed. ” Thursday’s U. S.   authorized by President Barack Obama, marked Washington’s first direct military action against suspected   targets in Yemen’s conflict and raised questions about the potential for further escalation.  The Houthi movement earlier this week denied responsibility for the missile attacks on the Mason and warned that it too would defend itself. The Pentagon on Thursday stressed the limited nature of the strikes, aimed at radar that it suspected enabled the launch of at least three missiles against the Mason on Sunday and Wednesday. Pentagon spokesman Peter Cook said at the time that the U. S.   were not connected to the broader civil war in Yemen, which has unleashed famine and killed more than 10, 000 people since March 2015 in the Arab world’s poorest country. The United States, a longtime ally of Saudi Arabia, has provided aerial refueling of warplanes from a   coalition striking Yemen and it supplies U. S. weapons to the kingdom. Iran, which supports the Houthi group, said last week it had deployed two warships to the Gulf of Aden, to protect ship lanes from piracy.  (Reporting By Idrees Ali and Matt Spetalnick; editing by Diane Craft) CARACAS   government supporters burst into Venezuela’s   congress on Wednesday, witnesses said, attacking and besieging lawmakers in the latest   of violence during a political crisis. WASHINGTON U. S. Secretary of State Rex Tillerson said on Wednesday it was important for U. S. President Donald Trump and Russian President Vladimir Putin to have a ”good exchange” over how they see the nature of the bilateral relationship. "
2016-10-17,"A judge in Ontario, Canada has denied a request to have the Cleveland Indians barred from using their name and logo in Toronto, in a ruling issued just hours before Cleveland takes on the Toronto Blue Jays in game three of the American League Championship series.  On Monday, the Ontario superior court heard an application arguing the Indians’ name and mascot  —   Chief Wahoo, a cartoon drawing of a man with red skin and a feather tucked in his headband  —   are offensive and discriminatory. The legal challenge was filed by Douglas Cardinal, a prominent architect and indigenous activist based in Ottawa. Cardinal had called for the team to be banned from wearing their regular jerseys and having their logo or team name broadcast in the province. Instead, the team would be referred to simply as the “Cleveland team”. Some three hours before the game was set to begin, Judge Thomas McEwen dismissed his application, ruling that the name and logo of the Cleveland Indians is not discriminatory towards indigenous people under Canadian law. In a statement, Cardinal said he was deeply disappointed. “That this kind of discrimination is not a violation of human rights underscores the challenge Indigenous Persons of North America continue to face,” he said.  “I hope that, one day, the Cleveland team’s ownership will realise that its racist name and logo has got to go  —   entirely. Until then, we will continue to argue our case before the appropriate legal authorities, and call upon everyone who supports our cause for equality to stand with us and express their support for the Indigenous Persons of North America. ” Cardinal, a recipient of the Officer of the Order of Canada, one of Canada’s highest honours, has also lodged complaints over the team’s name and logo with the Ontario human rights tribunal and the Canadian Human Rights Commission. The case is reminiscent of a similar controversy in the US, where campaigners have been pushing Washington’s NFL team to drop their Redskins nickname. On Monday, a spokesperson for Cardinal said the legal challenge was more than just about images and words. “It’s the impact it has on the indigenous peoples. It is this statement that you are separate, that you are something to ridicule, that you’re a source of humour,” said Joe Householder. He added: “Because of the game tonight, because the harm is happening for real, in real time across Ontario, we’re seeking an injunction to stop the use of the logo and the name tonight in the game and in the games going forward. ”  The series between Toronto and Cleveland comes amid Canada’s fledgling efforts to confront its historical mistreatment of the country’s indigenous population. The series has also prompted fresh scrutiny on Cleveland, which for decades has faced homegrown protests to its team name and logo. Renu Mandhane, an Ontario human rights commissioner, last week challenged Canadian journalists to join her in refusing to utter the team’s name. “Will broadcasters  MLB stand up for Indigenous reconciliation and refuse to say the Cleveland name?” Mandhane wrote on Twitter.  The sentiment was echoed by the United Church of Canada and the United Church of Christ, headquartered in Toronto and Cleveland, who came together last week to push the team to ditch its outdated name and logo. “We join together to urge Cleveland’s baseball team to find a new name and a new mascot  —   ones that do not disrespect the wide and varied histories and cultures of Indigenous peoples,” the organisations said in a statement. The Cleveland Indians said the team is “cognizant and sensitive to both sides of the conversation” noting the longstanding and deep attachment many fans have to the logo. “We continue to research our fan base to better understand their perception and stance on the logo, but at present time have no plans of making a change,” the team said in a statement to the Canadian Press. “We continue to have the Wahoo logo represented on our uniforms and home cap during the 2016 season. ”"
2016-10-18,"The Trump campaign released a   TV ad simply titled “Deals” on Tuesday, one day before the final presidential debate. [“Our economy once dominated the world. And our middle class thrived. Today, jobs are gone. Factories closed,” the ad says, blaming bad trade deals on the Clintons.  Trump will renegotiate the North American Free Trade Agreement (NAFTA) and cut taxes to make it easier to   manufacturing centers on U. S. soil, the ad says. Senior Policy Advisor Peter Navarro in a statement: The Clintons have influenced every bad trade deal over the past 20+ years. From NAFTA to TPP to shipping our jobs offshore to China, this is the economic disaster of our time. It’s a   disaster with the names of Hillary Clinton, Bill Clinton and Barack Obama all over it. We can’t afford any more of Hillary Clinton’s ‘leadership’ on this issue. Donald Trump on the other hand has a plan to cut taxes, reduce regulations, crack down on the trade cheaters, and renegotiate every bad Clinton trade deal in order to put American workers first. Republican president George H. W Bush first negotiated NAFTA and Democratic President Bill Clinton pushed for the passage of NATFA in 1993 with a   Congress, signing it into law in December 1993. “NAFTA is still controversial but people will thank me for it in 20 years,” Bill Clinton said last November. Critics have pointed out NAFTA stripped manufacturing out of the U. S. interior and encourages illegal immigration, particularly from Mexico. Both ruling class families are, of course, vehemently  . Economic Policy Institute researcher Robert E. Scott wrote: Between 1993 (before NAFTA took effect) and 2013, the U. S. trade deficit with Mexico and Canada increased from $17. 0 billion to $177. 2 billion, displacing more than 850, 000 U. S. jobs. Growing trade deficits and job displacement, especially between the United States and Mexico, were the result of a surge in outsourcing of production by U. S. and other foreign investors. The rise in outsourcing was fueled, in turn, by a surge in foreign direct investment (FDI) into Mexico, which increased by more than 150 percent in the   period. Clinton will talk in glowing terms about NAFTA when writing memoirs but criticize it when she runs for office in order to placate progressive labor allies. NPR put together a timeline of Clinton’s   political position on NAFTA and trade, writing at the time the former first lady has “difficulty maintaining a consistent position on international trade. ”"
2016-10-19,"This is the final story in a   series about the relationship between education and mental health. You can read the first piece about mental health in early education here and the second on the lack of teacher training to address   issues here. Today’s college students seek campus counseling services more often than any other generation in the modern history of the United States. Most of those who report   challenges cite anxiety and depression as their top concerns. In last year’s   summary report, the Center for Collegiate Mental Health set out to determine whether the overall growth in enrollment at universities was responsible for the increased usage of these services by retrospectively comparing the growth rates of each. What they found was a dismaying gap: Not only did the rise in demand for counseling services outpace that of enrollment growth, it also outpaced it by five times as much. The increase in demand has sparked a fear, especially among college administrators, that young students across the country are becoming more sensitive and less resilient, which has fed a vigorous national debate between students, faculty, and universities about the treatment of mental health in classrooms. Inevitably, the language of mental health has trickled into higher education. Some universities, like Oberlin, proposed the adoption of trigger warnings, disclaimers intended to protect those with past traumatic experiences such as sexual assault and violence, by forewarning the appearance of disturbing material in text. The pushback against Oberlin’s proposal was swift and vehement. Faculty questioned the loss of academic freedom, the Los Angeles Times called it “the glorification of victimhood,” and Greg Lukianoff and Jonathan Haidt, in a widely dissected piece for The Atlantic, argued that such policies were enabling students to develop “  skins” by preventing them from feeling uncomfortable, objectively analyzing their emotional states, and overcoming their setbacks. The emerging picture of the hypersensitive, fragile college student is predicated, in part, on this statistical increase in demand for counseling services. Is there something insidious exposing college students to higher rates of anxiety and depression? Not quite, say leading   experts, who point to answers in a nuanced web of cultural, social, and political changes. Ben Locke, the executive director of the Center for Collegiate Mental Health, believes fears that students have suddenly lost coping skills are unfounded. “You don’t lose resilience as a country, as a population, in five years,” he said. Despite initially discovering that demand for counseling services has increased rapidly in recent years, in further analysis of individual trends, such as rates of attempted suicide, the center found  relatively stable growth rates over the last decade. Only one trend, however, saw a significant jump: the proportion of students seeking counseling services under a category named “threat to self,” which involves thoughts of suicide or  . This specificity, Locke said, suggests a surprising conclusion: that   changes in national policy and culture over the last decade have, in fact, worked. In 2004, Congress signed into law the Garrett Lee Smith Memorial Act, which began funneling millions of dollars toward   research, including early interventions and referral programs. High schools and colleges around the United States started to become more aware of the   issues their students were facing. “When students are in treatment, they are far less likely to be at risk. ” Locke said. “In the last decade, we have been telling students, parents, roommates, friends, if you see somebody who is struggling, refer them to service. ” Beneath the statistics, the rise in demand for   services suggests a heartening prospect: that concerned parents and students did as they were told —  helping make visible people who might have otherwise suffered in silence. Certainly, coming of age in a smartphone culture means that millennials face specific challenges in preserving their mental health, speculated Micky Sharma, the president of the Association for University and College Counseling Center Directors (AUCCCD). “We have a group of students who have led busy, hectic lives since they were   all the way to college,” he said. This state of   busyness has likely contributed to the manifestation of anxiety and depression in young students. However, it’s in college that many students, provided with the option of cheap and accessible   services, seek counseling for the first time. John Park, a recent graduate from Duke University, where I also attended as an undergraduate, first visited the counseling center at Duke during his senior year after his anxiety and depression, which had always been in the background, began to inhibit his daily life. Worried about his grades and whether his choices of major and college had been right for him, his schoolwork suffered. On his worst days, Park said, the anxiety would overwhelm him so much that he would stay in bed, waiting for his brain to shut off. He turned in assignments late and missed meetings and lunches with friends. “I hated going through the spiralling, the anxiety attacks. It wasn’t just that half day, it was the next three days because I was behind on schoolwork. ” He called the center, and two weeks later found himself talking to a counselor who encouraged him to verbalize his feelings. “It was good to hear [my counselor] talk about mental health —  like when you go to a physical and the doctor takes your height, weight, and blood pressure. It felt the same way,” he said. Indeed, advocates and counseling directors have long pushed to destigmatize conversations about mental health by placing them on the same, more visible podium that physical problems occupy. With the start of the school year, the National Alliance for Mental Health released a   guide for students and parents, and public figures like Lena Dunham have openly shared their   experiences. Most experts and students I spoke with agreed that the general stigma of seeking counseling services has dropped noticeably in the last few years. Hannah Nguyen, a student at the University of Southern California who has organized Mental Health Awareness Weeks at the university, said that    initiatives, along with media coverage, have improved the situation. “I think students are realizing it’s okay to talk about mental health . .. it doesn’t make you any different or less or weaker in any way. ” Kelly Thorne, a director of outreach services at the University of Vermont, said that universities are doing a good job of decreasing the stigma of   behaviors, but that negative stigma still remains. “We know there’s plenty of students out there who are not seeking support or help because of the stigma. ” This was supported by my own experience writing this article: Despite being eager to talk about visiting their campus counseling centers, some students I spoke to were worried about being included in the story or named, citing concerns that it would affect future social and job prospects. While about half of students who are treated by centers are newcomers to counseling, for the other half, the complexities surrounding the stigma and management of mental health is nothing new. The presence of these students, who first access   services before college, suggest that counseling centers also act as a support system for people with existing   histories: a promising possibility for the increased demand. In the past, potential students with conditions like depression, ADHD, and Asperger’s syndrome were likely discouraged from attending college because they were never treated for their challenges or learning differences. “We didn’t talk about [these conditions] as much in the 1980s, but that doesn’t mean the diagnosis didn’t exist back then,” Sharma said. Now, most   colleges and   colleges offer   services and personal counseling on campus, and 58 percent of   colleges also offer psychiatric services (though only 8 percent of   colleges do). The mainstream existence of   counseling centers on campus provides a     system for   service users who have not found treatment programs easily in the vicinity of their schools. Pooja Mehta, a current student at Duke University, arrived on campus having previously sought therapy for anxiety and depression. When a panic attack suddenly came on in the middle of exam season, a friend brought her to the center, where a counselor sat with her until she calmed down. “They were good to make sure I was being cared for before stepping away,” she remembers. “They didn’t leave me in this  ’s land. ” Mehta’s counselor helped her come up with a care plan that suited her needs, connected her with a   therapist, and contacted her professors to ensure that they made provisions for any missed class work. The close intertwining of campus counseling centers with  faculty often helps both professors and students facilitate a better classroom dynamic and translates to academic success. In last year’s AUCCCD annual report, which surveyed 518 counseling centers serving over 600, 000 students across the country, 71 percent of students surveyed responded positively when asked if counseling services had helped with their academic performance. While once professors might have dismissed poor performance in the classroom as an extension of an uncaring student, now they’re often more attentive to potential   conditions that might express themselves in a student’s academics. Again, this points to overarching shifts in the culture around seeking help. “We have changed the threshold at which people say, ‘Hey, you should get some help,’” Locke said, “so that more students and community members are willing to make that [referral] sooner. ” And the open willingness of university staff and professors in having such conversations can especially help students suffer from chronic mood disorders. Juliette Gobin, a recent graduate of Middlebury College who was diagnosed with an anxiety disorder in her sophomore year, credits her dean with helping her balance her illness and her student life. At one particularly difficult time, Gobin’s grandmother passed away. While grieving, Gobin said, “the last thing you want to do is have to apologize to people for someone in your family dying. ” Instead, her dean was able to warn her professors and give her time to recover. “Just the novelty of being able to tell [professors] about this stuff was really important for me. ” Not all professors were understanding of her chronic anxiety disorder, but those that were motivated her to try harder to not let it impede her work. “When we make higher education more accessible for more people in the country, that’s a good thing,” said Sharma, the AUCCCD president. According to the group’s report, over half of counseling centers increased their budgets in the last year. At the Ohio State University center, where Sharma is the director, the university has hired 12 new staff members, an unprecedented number.   new clinical staff were hired across the 10 University of California campuses. Meanwhile, in order to keep up, Sharma said, counseling centers have shifted toward having a “menu of options for students. ” At Ohio State University, one of the largest universities in the country with more than 60, 000 graduate and undergraduate students, the center offers daily   workshops, free yoga classes, and files on   management that can be easily picked up by students on their way to class. This allows center staff to attempt balance the staff to student ratio, while serving the large student body as comprehensively as possible. Unfortunately, that growth has not extended to all areas of the country. Approximately half of counseling centers did not hire new staff, and budgets in a sizable number of centers have not changed to match the increases in enrollment numbers, let alone the increases in demand. And when demand exceeds supply, naturally, waitlists form. At USC, Nguyen said, the waiting period is usually six to eight weeks. “It’s awful. It’s tough because at USC they’re really understaffed and ” she said, calling on the school’s administration to expand services. (Nguyen was able to bypass the waitlist when she was in crisis —  having suicidal thoughts and intense   stress disorder attacks —  after being sexually assaulted by another student earlier in the semester.) Ultimately, increased accessibility, of course, comes with a cost. While centers have prioritized   services so that students who are new or in immediate distress are quickly assessed, the problem of sustaining care remains. The Garrett Lee Smith Memorial Act allocates grants for suicide prevention and early intervention but not toward clinical services such as psychiatric counseling. A new bill, the Mental Health on Campus Improvement Act, which was introduced in Congress this year, would allocate more funding for   services on campuses. If it passes, the bill may remedy that provision and allow more flexible funding for both clinical treatment and prevention. As more students, new and old, continue finding their way to their campus counseling centers, Locke believes the next hurdle is to expand   treatment programs, such as regular therapy sessions, that can be crucial to ensuring students fully recover or manage their conditions.   counseling, said Ali Preston, a law student at Stetson University, allowed her to devote more energy to the activities she wanted to be doing. “The experience was ” she said. Still, not all students had glowing recommendations of their counseling experiences. In defining successful treatment, there is emerging recognition of the importance of having diverse counselors on staff who are   on racial and cultural identities. Park, who is Korean American, said he eventually stopped going to an   counselor because it was too exhausting to explain the intricacies of his cultural background to his white counselor. “Ultimately it ended up feeling like I was trying to educate her on what being a Korean American was, more so than her helping me. ” Close to   of counseling center staff surveyed in the 2015 AUCCCD report identified as white, while just 10 percent are black, 7. 4 percent are Asian, and 6. 7 percent are Latino. A counselor’s cultural competency can ease the burden on students of color to explain their identities on top their   mental conditions. As student enrollment increases and stigma subsides, the demand for counseling will presumably continue to rise. Blaming this crop of students for being less resilient will be a popular diatribe, but it shouldn’t be, Locke emphasized. In fact, it undermines a decade’s worth of work by counselors, psychologists, and student advocates who have strived to not only bring mental health to the forefront of public debate, but to reassure students that there is no shame in struggling —  that experiencing mental distress is not a sign of weakness. “If anything,” Nguyen said, “this is what makes us stronger and makes us more resilient: the fact that I’m fighting for these resources. ” The result of validating mental health in the culture of schools is that faculty, bystanders, and friends have intentionally led sufferers to the centers that promise to help them. “We need,” Locke said, “to follow through on that promise. ”"
2016-10-20,"         Astronomers can’t see “Planet Nine. ” But it makes its presence known. The massive hypothetical object, which supposedly looms at the edge of our solar system, has been invoked to explain the strange clustering of objects in the Kuiper belt and the unusual way they orbit the Sun. Now Planet Nine predictors Konstantin Batygin and Mike Brown of Caltech, along with graduate student Elizabeth Bailey, offer another piece of evidence for the elusive sphere’s existence: It adds “wobble” to the solar system, they say, tilting it in relation to the sun. “Because Planet Nine is so massive and has an orbit tilted compared to the other planets, the solar system has no choice but to slowly twist out of alignment,” lead author Bailey said in a statement.  Before we go any further, a caveat about Planet Nine: It’s purely theoretical at this point. Batygin and Brown predict its existence based on unusual perturbations of the solar system that aren’t otherwise easily explained. (This is the same technique scientists used to find Neptune.) But the history of astronomy is rife with speculation that is never borne out: The same guy who correctly predicted the existence of Neptune also believed that a planet he called Vulcan was responsible for the wobble of Mercury. That “discovery” caused the astronomy world to waste years looking for something that wasn’t there. (Mercury’s wobble was eventually explained by the theory of general relativity.) But the evidence offered by Batygin and Brown is compelling. When the pair announced their find in January, planetary scientist Alessandro Morbidelli of the Côte d’Azur Observatory in Nice, France, told The Washington Post: “I don’t see any alternative explanation to that offered by Batygin and Brown. ” “We will find it one day,” he added. “The question is when. ” The new research led by Bailey is based on the observation that the sun rotates on a different axis than the orbits of the planets. Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune all move around the sun in a flat, shared plane  —   it’s as if the planets were skaters on the same rink. But that plane is tilted at a   angle with respect to the sun (which, from our perspective, makes it look like the sun is tilted).  This tilt doesn’t jibe with how astronomers say the solar system formed: 4. 6 billion years ago, gravity started to pull together a vast, scattered cloud of gas and dust, causing it to spin into a disk. The center of the circle collapsed into a hot, dense ball of gas  —   the sun  —   and the remainder accumulated into planets. Because the sun came from the same disk as everything else, it should be spinning on the same plane. But it’s not. “It’s such a   mystery and so difficult to explain that people just don’t talk about it,” Brown said. Enter Planet Nine. Based on Batygin and Brown’s previous calculations, the hypothesized planet weighs five to 10 times as much as Earth and is, on average, 20 times farther from the sun than Neptune. It takes Planet Nine 10, 000 to 20, 000 years to orbit the sun.    This artistic rendering shows the distant view from Planet Nine back toward the sun. The planet is thought to be gaseous, similar to Uranus and Neptune.( . Hurt, IPAC)  Planet Nine also orbits at an even more dramatic angle than the rest of the planets: about 30 degrees. That fact, combined with its distant location and massive size, could mean that its angular momentum puts the rest of the solar system  . “It’s an argument that is basically like an asymmetrical seesaw or a dolly,” Batygin told Astronomy Magazine. “Planet Nine has a really long orbit, so it can assert quite a bit of torque on the inner planets without having to apply so much force. Planet Nine has as much angular momentum as the entire solar system combined, because its orbit is so big. ” Over the course of several billion years, that could be enough to explain the   tilt we now see.  The study was posted in the online research database ArXiv, and will be published in the Astrophysical Journal this year. The scientists also presented their findings at the American Astronomical Society Division of Planetary Sciences’s annual meeting in Pasadena, Calif. this week. According to Batygin, the research is a “consistency check” for their theories about Planet Nine. It provides another piece of evidence for the planet’s existence, but it doesn’t change our understanding of it or make it any easier to find. He, Bailey and Brown also don’t know why the planet’s orbit would be so   in the first place  —   perhaps it was knocked askew by Jupiter, or was influenced by the gravitational pull of other stars. Most of all, they need to find the darn thing. Scientists have a sense of its orbital path, but that path is thousands of years long. Even with some of the most powerful telescopes scouring the skies, it could be a very long wait. Read more: With still no signal from the ExoMars lander, scientists fear it may have crashed on Mars Dear Science: How did the planets get their names? The universe may have 10 times as many galaxies as we thought A comet smashing into ancient Earth may have set off catastrophic global warming"
